"month","year","ndvi","avg_pm25","lr_open"
1,"2000",0.420275574397317,13.8966570949221,0
1,"2001",0.41497080116424,14.8247756450049,0
1,"2002",0.436507974446583,12.2027102037202,0
1,"2003",0.422995783814538,12.1279832640717,0
1,"2004",0.435438262932031,13.0826105240376,0
1,"2005",0.44570259992788,12.775374391014,0
1,"2006",0.426141388139832,8.87843550336632,0
1,"2007",0.449146195317943,8.17160338920545,0
1,"2008",0.415398342363475,10.9569287601189,1
1,"2009",0.42947320468624,10.4568074690935,1
1,"2010",0.431201054922345,9.74606155860302,1
1,"2011",0.392566526252926,12.3788912498704,1
1,"2012",0.444271968091726,8.05444334122084,1
1,"2013",0.420149715883647,10.6359074656503,1
1,"2014",0.41536958206192,7.88828964840325,1
1,"2015",0.426506257637172,9.37017298343928,1
10,"2000",0.633088069640588,20.890095346002,0
10,"2001",0.650570040403681,12.0988417517158,0
10,"2002",0.652050552046413,13.399386485835,0
10,"2003",0.626649196158134,15.2166728708678,0
10,"2004",0.650275998514649,17.5736254915412,0
10,"2005",0.642446328359985,13.5645992172214,0
10,"2006",0.641099316027456,11.2315110727142,0
10,"2007",0.599054330703499,8.57449118939451,0
10,"2008",0.638301840128446,9.9138058347981,1
10,"2009",0.629981957072652,7.58397460738013,1
10,"2010",0.630869663096766,9.54066479298495,1
10,"2011",0.626506253166824,7.23960062799588,1
10,"2012",0.627319268258541,8.11905825184297,1
10,"2013",0.633065748212515,9.71424681265732,1
10,"2014",0.644666451936735,7.47970135476059,1
10,"2015",0.638246036558265,7.32783718741769,1
11,"2000",0.525418944299927,20.7135720848729,0
11,"2001",0.539846742741177,16.4515559874764,0
11,"2002",0.568791625335967,12.6913891775355,0
11,"2003",0.549890097599108,13.3745863855963,0
11,"2004",0.590825450392923,12.0745682840816,0
11,"2005",0.574857044156438,13.2977066413377,0
11,"2006",0.527770850153951,10.8796250680928,0
11,"2007",0.538522910353185,11.3885767670565,0
11,"2008",0.534275400145926,10.85780925646,1
11,"2009",0.545678215825119,9.20678451713512,1
11,"2010",0.555577339917044,10.090608452272,1
11,"2011",0.53739696601022,8.00471201341898,1
11,"2012",0.519686200609383,11.0332451151323,1
11,"2013",0.535501361656985,8.69316264052107,1
11,"2014",0.548931993224919,9.36897796457128,1
11,"2015",0.563991659783914,8.33133827132156,1
12,"2000",0.440980415967495,15.6465644153186,0
12,"2001",0.482532040496619,11.1829617983939,0
12,"2002",0.459338073524202,14.8774034983219,0
12,"2003",0.47374355053738,11.29955854494,0
12,"2004",0.492440322097497,12.3841774579017,0
12,"2005",0.47733858823175,12.4250715334852,0
12,"2006",0.460094855787507,13.2929907471992,0
12,"2007",0.439466422182654,10.5527996809133,1
12,"2008",0.444698650774496,8.84520304051004,1
12,"2009",0.474119723834832,9.61098724608125,1
12,"2010",0.435991147535058,11.4367507476156,1
12,"2011",0.461987884591348,8.91218479504195,1
12,"2012",0.430063091348879,9.34345038161036,1
12,"2013",0.445500791324332,9.28256954874626,1
12,"2014",0.440495783423382,9.66235470089146,1
12,"2015",0.482105071641694,8.36496676774763,1
2,"2000",0.432836528786888,16.4236436066096,0
2,"2001",0.394366406020389,14.0174339261166,0
2,"2002",0.42682462415936,11.6836928232828,0
2,"2003",0.400113315232594,11.653121695236,0
2,"2004",0.405441840754518,14.1951157048054,0
2,"2005",0.427249303637047,13.7534503155901,0
2,"2006",0.4211584154948,12.0450129555507,0
2,"2007",0.43423762765667,9.63732146497317,0
2,"2008",0.404234194261365,11.1145465208292,1
2,"2009",0.414522083225552,10.040491525517,1
2,"2010",0.40809351194067,9.98032505762405,1
2,"2011",0.3881890938874,9.69724153168706,1
2,"2012",0.438859307956297,10.1968442501151,1
2,"2013",0.419134033671917,7.3730667672086,1
2,"2014",0.389098548995277,9.90515926602407,1
2,"2015",0.411486941352,11.6196708706262,1
3,"2000",0.471171435210256,13.2850273399241,0
3,"2001",0.432677273982755,10.5021664013592,0
3,"2002",0.435795405781191,13.4616521939721,0
3,"2003",0.429493465674798,12.2702657093433,0
3,"2004",0.420886408861686,13.0123351422153,0
3,"2005",0.433771882474772,12.4261052026603,0
3,"2006",0.440565752515225,12.7018692920315,0
3,"2007",0.446805020919723,13.741261017713,0
3,"2008",0.424869495997932,10.9593520475704,1
3,"2009",0.428571848250343,9.84828846339554,1
3,"2010",0.415408644561047,8.41120782289603,1
3,"2011",0.41705399136493,8.28837258298863,1
3,"2012",0.472051414586191,8.83464628882812,1
3,"2013",0.425019307120957,9.13296963051278,1
3,"2014",0.40351304043133,9.24357367420411,1
3,"2015",0.41661743574282,9.03561426180844,1
4,"2000",0.597132541598102,11.0686017350633,0
4,"2001",0.52965143046906,15.2893637309087,0
4,"2002",0.544294287284624,11.8948064075884,0
4,"2003",0.553675296690327,12.8979139193546,0
4,"2004",0.507251018881836,12.9630776211889,0
4,"2005",0.537684569025769,11.5732077822513,0
4,"2006",0.53218705884645,12.2434301377883,0
4,"2007",0.561831203101434,10.4386810883687,0
4,"2008",0.494505912710668,9.57974991490367,1
4,"2009",0.536424266856137,8.53957556547736,1
4,"2010",0.552604297401079,11.9260001961575,1
4,"2011",0.536618291577075,8.40273202254175,1
4,"2012",0.620102149601175,8.82815103546285,1
4,"2013",0.506808882902708,8.69749132798315,1
4,"2014",0.489440236312905,8.75243546291223,1
4,"2015",0.531550468888152,7.9054852165301,1
5,"2000",0.673947443727309,16.6393530017646,0
5,"2001",0.64213769169106,16.8813338016802,0
5,"2002",0.643177784387592,14.3954855419749,0
5,"2003",0.655953367893245,12.8332334012501,0
5,"2004",0.656272306759742,15.7240682079304,0
5,"2005",0.657409841074975,15.4546028006282,0
5,"2006",0.643494147704697,12.6550996235592,0
5,"2007",0.619374556897658,14.5631288051844,0
5,"2008",0.631905033952745,12.2163253293153,1
5,"2009",0.649866486161165,7.50117688198094,1
5,"2010",0.664710665087614,10.9581765161213,1
5,"2011",0.655100431785935,12.6761257448146,1
5,"2012",0.665748611492985,9.09677593330646,1
5,"2013",0.645195298078761,8.12718754134854,1
5,"2014",0.632341160316623,10.3458235614676,1
5,"2015",0.639858330478271,9.82814271493565,1
6,"2000",0.654231613124036,17.3186649389045,0
6,"2001",0.650996436914297,16.6695349753057,0
6,"2002",0.663273937784562,15.6667760043489,0
6,"2003",0.687449332161782,17.3271711078417,0
6,"2004",0.665045915766933,16.7900895201267,0
6,"2005",0.670477892522808,16.0767996354929,0
6,"2006",0.660806990724318,17.4267071930937,0
6,"2007",0.628477836227151,16.9930435823224,0
6,"2008",0.637233416388591,17.4917638717696,1
6,"2009",0.685744604635783,13.7511238631968,1
6,"2010",0.666466331257162,12.8999085751615,1
6,"2011",0.6652536767513,15.2523409937087,1
6,"2012",0.674347512399686,10.1039421743817,1
6,"2013",0.669903831180328,9.18764967730495,1
6,"2014",0.653511317810466,10.3162413343366,1
6,"2015",0.63224543573085,10.6618535275607,1
7,"2000",0.666827766688644,21.323097364221,0
7,"2001",0.650020589866512,17.1679088962051,0
7,"2002",0.662980182067685,23.2594965960151,0
7,"2003",0.691450305057701,15.3424940117003,0
7,"2004",0.673859016531483,19.1228672621637,0
7,"2005",0.660464013396819,18.3071840381169,0
7,"2006",0.677078739444865,21.3369423103619,0
7,"2007",0.649112851791563,16.6455283258581,0
7,"2008",0.643929415552111,16.4484877177375,1
7,"2009",0.669411471988037,13.6496015066026,1
7,"2010",0.666149252509671,14.4041746906949,1
7,"2011",0.657922947748488,15.6784631669387,1
7,"2012",0.652943409169313,11.1958918892225,1
7,"2013",0.667938686993484,8.01428224262997,1
7,"2014",0.666897878866564,9.91233435199392,1
7,"2015",0.618909097887915,12.4511114420608,1
8,"2000",0.663605182053715,20.4680228325748,0
8,"2001",0.643789477368425,21.5500922443927,0
8,"2002",0.656981012101044,15.919882733931,0
8,"2003",0.690225774407416,19.2060164806693,0
8,"2004",0.674020131454622,17.6705043308137,0
8,"2005",0.664491314130978,21.9810936941627,0
8,"2006",0.668397564043666,19.8500461618016,0
8,"2007",0.643488138089446,23.0637090316442,0
8,"2008",0.648018529471701,15.2010403921915,1
8,"2009",0.666420829884553,12.683015475663,1
8,"2010",0.658327595175341,14.2777921532237,1
8,"2011",0.653972770410042,13.0384183870193,1
8,"2012",0.664414476907421,9.43919952603154,1
8,"2013",0.657451908381728,10.0018828195105,1
8,"2014",0.664130307957728,10.3480469129419,1
8,"2015",0.633668426770473,9.15842667643086,1
9,"2000",0.662988051801941,12.8221457929266,0
9,"2001",0.661698560072522,15.6364790977434,0
9,"2002",0.674870348926461,14.2362591822018,0
9,"2003",0.67158652345041,15.6285866971472,0
9,"2004",0.675757196434111,13.7549584825218,0
9,"2005",0.657354037504794,18.9349097240803,0
9,"2006",0.680838755386463,15.4809683973783,0
9,"2007",0.625255394678299,16.1553414930669,0
9,"2008",0.64700848485142,12.5043609163558,1
9,"2009",0.650681218285811,10.6450771904731,1
9,"2010",0.6459271833646,11.0832252571441,1
9,"2011",0.644758313198418,8.97882357815747,1
9,"2012",0.664211437763607,8.7277811166544,1
9,"2013",0.648423749242863,11.2737369561996,1
9,"2014",0.652942121394617,6.90121510694193,1
9,"2015",0.64546487224856,7.2055065036128,1
